StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q7,Q8,Q8a,Q9,Q9a,Q9b,Q10,Q11,Q11a,Q11b,Q12,Q13,Q14,Q14a,Q15,Q15a,Q16,Q16a,Q16b,Q17,Q17a,Q18,Q18a,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q25a,Q26,Q26a,Q27,Q27a,Q28,Q28a,Q29,Q29a,Q29b,Q29c,Q29d
4/16/2020 6:49,4/16/2020 6:53,IP Address,198.179.159.10,100,198,True,4/16/2020 6:53,R_22Gn7mKrL0xQRU2,,,,,38.3000030517578,-77.4738998413086,anonymous,EN,36,Male,Virginia,Non Latino/Hispanic,White,,Physician,Yes,No,,No,,,Yes,Not applicable,,,8,7,Yes,I am working fewer hours,No,,Yes,My bedtime has not changed,I waking up earlier,No,,Yes,I am drinking more alcohol,4 or more times a week,4 or more times a week,Never,Never,Yes,2-3 hours,No,,No,,No,,No,,Yes,Slightly worse,I am slightly more anxious,,
4/16/2020 6:57,4/16/2020 7:00,IP Address,107.4.25.79,100,169,True,4/16/2020 7:00,R_2uNUL6ZhTMsUl66,,,,,42.7686004638672,-86.1169967651367,anonymous,EN,30,Female,Michigan,Non Latino/Hispanic,White,,Athletic trainer,No,Yes,Week 3 March 15-21,No,,,No,No,,,7.5,7,Yes,I am working fewer hours,Yes,"I am starting work later most days,I am ending work earlier most days",Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-4 times a month,2-3 times a week,Never,Never,Yes,0.51 – 1 hour,Yes,0.51-1 hour,Yes,I am exercising/moving more,No,,Yes,I am eating less food each day,No,,,,
4/16/2020 6:58,4/16/2020 7:00,IP Address,72.78.200.29,100,145,True,4/16/2020 7:00,R_3MSb4ERAkk1GwoY,,,,,40.027099609375,-75.3291015625,anonymous,EN,57,Female,Pennsylvania,Non Latino/Hispanic,White,,psychologist,No,Yes,Week 2 March 8-14,Yes,Somewhat satisfied,Somewhat satisfied,No,No,,,7,8,Yes,I am working more hours,No,,Yes,I am going to bed later,I am waking up later,No,,No,,Once a month or less,Once a month or less,Never,Never,Yes,0.51 – 1 hour,No,,Yes,I am exercising/moving more,No,,No,,No,,,,
4/16/2020 7:01,4/16/2020 7:05,IP Address,90.207.104.124,100,221,True,4/16/2020 7:05,R_1LzIXpWATFMoLx0,,,,,51.9037017822266,-2.08479309082031,anonymous,EN,32,Female,I do not reside in the United States,Non Latino/Hispanic,White,,Psychologist,No,Yes,Week 3 March 15-21,Not applicable,,,Yes,Not applicable,,,7,8.5,No,,Yes,"I am starting work earlier most days,I am ending work earlier most days",Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-3 times a week,2-3 times a week,Never,Never,Yes,1-2 hours,Yes,0-0.5 hour,Yes,I am exercising/moving more,No,,No,,Yes,Slightly worse,I am slightly more anxious,,
4/16/2020 7:07,4/16/2020 7:10,IP Address,82.132.214.74,100,164,True,4/16/2020 7:10,R_2CjrnfgdSuFlICY,,,,,51.4963989257813,-0.122406005859375,anonymous,EN,26,Female,I do not reside in the United States,Non Latino/Hispanic,White,,Psychologist ,No,Yes,Week 1 March 1-7,No,,,No,No,,,8,7,Yes,I am working fewer hours,No,,Yes,I am going to bed earlier,I waking up earlier,No,,Yes,I am drinking more alcohol,2-3 times a week,4 or more times a week,Never,Once a month or less,Yes,0.51 – 1 hour,Yes,1-2 hours,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,Yes,I am eating more food each day,Yes,"About the same,Slightly worse",I am slightly more irritable,,
4/16/2020 7:20,4/16/2020 7:26,IP Address,99.231.11.26,100,404,True,4/16/2020 7:41,R_30813dlmSWB6GHf,,,,,43.6667022705078,-79.3804016113281,anonymous,EN,29,Female,I do not reside in the United States,Non Latino/Hispanic,White,,student,No,Yes,Week 3 March 15-21,Not applicable,,,No,Not applicable,,,7,7,No,,No,,No,,,No,,No,,2-4 times a month,2-4 times a month,Never,Never,Yes,1-2 hours,Yes,0.51-1 hour,No,,Yes,I am eating less healthy foods,No,,No,,,,
4/16/2020 7:42,4/16/2020 7:45,IP Address,68.41.0.229,100,193,True,4/16/2020 7:45,R_1i8JGgHMpX3Xj4C,,,,,42.2532043457031,-84.3877029418945,anonymous,EN,22,Female,Michigan,Non Latino/Hispanic,White,,MA,Yes,Yes,Week 5 March 29- April 4,No,,,Yes,No,,,8,5,No,,No,,Yes,I am going to bed earlier,My waketime has not changed,No,,Yes,I am drinking more alcohol,2-4 times a month,2-3 times a week,Never,Never,No,0-.5 hour,No,,Yes,I am exercising/moving less,No,,No,,Yes,Slightly worse,I am slightly more irritable,,
4/16/2020 7:43,4/16/2020 7:46,IP Address,174.228.11.210,100,181,True,4/16/2020 7:46,R_27QBkEtEHgrmWsG,,,,,27.9589996337891,-82.4937973022461,anonymous,EN,55,Female,Florida,Non Latino/Hispanic,Other,,Physician ,No,No,,No,,,No,Not applicable,,,7,7,Yes,I am working fewer hours,Yes,I am ending work earlier most days,No,,,No,,No,,4 or more times a week,4 or more times a week,Never,Never,Yes,0-.5 hour,Yes,0-0.5 hour,Yes,I am exercising/moving more,No,,No,,No,,,,
4/16/2020 8:06,4/16/2020 8:09,IP Address,71.89.174.11,100,225,True,4/16/2020 8:09,R_2y7t6mbfpcwc0Fm,,,,,43.6927032470703,-85.4781036376953,anonymous,EN,30,Female,Michigan,Non Latino/Hispanic,White,,Athletic Training ,No,Yes,Week 3 March 15-21,Not applicable,,,No,Not applicable,,,8,9.5,Yes,I am working fewer hours,Yes,I am starting work earlier most days,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,Once a month or less,2-3 times a week,Once a month or less,Once a month or less,Yes,1-2 hours,Yes,3+ hours,Yes,I am exercising/moving more,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Moderately worse,,All of the above,
4/16/2020 8:06,4/16/2020 8:18,IP Address,207.231.94.161,100,724,True,4/16/2020 8:18,R_3m1WDqKfGVqEDE6,,,,,38.4207000732422,-121.3623046875,anonymous,EN,39 years,Male,California,Non Latino/Hispanic,Asian,,Physician,No,Yes,Week 5 March 29- April 4,Yes,Extremely satisfied,Extremely satisfied,Yes,Yes,2,Under 12 years old,6,7,No,,No,,Yes,I am going to bed later,I am waking up later,No,,No,,Never,Never,Never,Never,No,0-.5 hour,No,,No,,No,,No,,No,,,,
4/16/2020 8:21,4/16/2020 8:27,IP Address,213.233.148.16,100,409,True,4/16/2020 8:27,R_3ELLbioO97BEzp4,,,,,53.0914001464844,-7.91329956054688,anonymous,EN,36,Female,I do not reside in the United States,Non Latino/Hispanic,White,,"Psychologist - Mindfulness Teacher, Sleep Therapist",No,Yes,Week 3 March 15-21,No,,,No,Not applicable,,,8.5,9.5,Yes,I am working fewer hours,Yes,I am starting work later most days,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking less alcohol,2-3 times a week,2-4 times a month,Never,Never,Yes,2-3 hours,Yes,0-0.5 hour,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,Yes,I am eating more food each day,Yes,Moderately better,,,
4/16/2020 8:47,4/16/2020 8:51,IP Address,73.239.194.180,100,194,True,4/16/2020 8:51,R_1f8yCBjOv2mtg5s,,,,,47.7344970703125,-117.446998596191,anonymous,EN,54,Female,Washington,Non Latino/Hispanic,White,,psychotherapist,No,Yes,Week 4 March 22-28,Yes,Somewhat satisfied,Somewhat satisfied,Yes,No,,,7,7,No,,No,,No,,,No,,No,,Never,Never,Never,Never,Yes,0.51 – 1 hour,No,,Yes,I am exercising/moving more,No,,No,,Yes,Moderately worse,,I am moderately more irritable,
4/16/2020 9:04,4/16/2020 9:07,IP Address,69.14.13.20,100,203,True,4/16/2020 9:07,R_Wolh3hIjCdUBMZP,,,,,42.2315979003906,-83.2658996582031,anonymous,EN,61,Female,Michigan,Non Latino/Hispanic,White,,Nurse Practitioner,No,Yes,Week 3 March 15-21,No,,,No,No,,,8,6,No,,Yes,I am ending work later most days,Yes,I am going to bed later,My waketime has not changed,No,,No,,4 or more times a week,4 or more times a week,Never,Never,Yes,2-3 hours,Yes,1-2 hours,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,No,,Yes,Slightly worse,"I am slightly more depressed,I am slightly more irritable",,
4/16/2020 9:30,4/16/2020 9:36,IP Address,116.15.63.245,100,341,True,4/16/2020 9:36,R_3ExR5vgQt3pX4Bd,,,,,1.39630126953125,103.757110595703,anonymous,EN,38,Female,I do not reside in the United States,Non Latino/Hispanic,Asian,,Sleep and respiratory care consultant ,Yes,No,,Not applicable,,,No,Yes,2,"Under 12 years old,12-17 years old",6,6,Yes,I am working more hours,Yes,"I am starting work earlier most days,I am ending work later most days",No,,,No,,No,,Once a month or less,Never,Never,Never,Yes,3+ hours,Yes,0-0.5 hour,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,Yes,I am eating less food each day,Yes,Slightly worse,I am slightly more irritable,,
4/16/2020 9:34,4/16/2020 9:38,IP Address,24.170.200.188,100,210,True,4/16/2020 9:38,R_9vlxNa6WyAmLJMR,,,,,29.6824951171875,-82.3606033325195,anonymous,EN,37,Female,Florida,Non Latino/Hispanic,White,,Physician ,No,Yes,Week 3 March 15-21,No,,,Yes,Yes,1,Under 12 years old,6.5,7,Yes,I am working fewer hours,No,,No,,,No,,No,,2-3 times a week,2-3 times a week,Never,Never,No,0-.5 hour,Yes,0.51-1 hour,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Moderately worse,,All of the above,
4/16/2020 9:44,4/16/2020 9:47,IP Address,174.71.38.70,100,182,True,4/16/2020 9:47,R_2ctuA3rcEM9VzYO,,,,,41.285400390625,-96.1493988037109,anonymous,EN,34,Male,Nebraska,Non Latino/Hispanic,White,,Physician,No,Yes,Week 4 March 22-28,Yes,Extremely satisfied,Extremely satisfied,No,Yes,1,Under 12 years old,7,7,No,,No,,No,,,No,,No,,2-3 times a week,4 or more times a week,Never,Never,Yes,2-3 hours,No,,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,I am slightly more anxious,,
4/16/2020 10:07,4/16/2020 10:13,IP Address,204.115.94.127,100,318,True,4/16/2020 10:13,R_1DZNs8qK1WorjMD,,,,,32.3251037597656,-95.2981033325195,anonymous,EN,40,Male,Texas,Latino/Hispanic,White,,Physcian,No,No,,Yes,Somewhat satisfied,Somewhat satisfied,Yes,Yes,2,Under 12 years old,8,7.5,Yes,I am working fewer hours,Yes,I am ending work earlier most days,No,,,No,,No,,Never,Never,Never,Never,Yes,1-2 hours,Yes,1-2 hours,Yes,I am exercising/moving less,No,,Yes,I am eating more food each day,Yes,Slightly worse,All of the above,,
4/16/2020 11:36,4/16/2020 11:40,IP Address,67.140.138.179,100,202,True,4/16/2020 11:40,R_2CK5PsmAHXnoqdS,,,,,37.6875,-85.8747024536133,anonymous,EN,35,Male,Kentucky,Non Latino/Hispanic,White,,Polysomnographic Technologist ,No,No,,Not applicable,,,No,Not applicable,,,7,7,Yes,I am working more hours,Yes,I am starting work later most days,Yes,I am going to bed later,I waking up earlier,No,,No,,2-3 times a week,2-3 times a week,Never,Never,Yes,1-2 hours,No,,Yes,I am exercising/moving more,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,All of the above,,
4/16/2020 11:44,4/16/2020 11:52,IP Address,68.56.147.16,100,487,True,4/16/2020 11:52,R_3RwjRgBktf2npTk,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,36,Female,Michigan,Non Latino/Hispanic,White,,PA,Yes,No,,No,,,No,Not applicable,,,9,9,No,,No,,No,,,No,,No,,Once a month or less,Once a month or less,Never,Never,Yes,1-2 hours,Yes,0.51-1 hour,No,,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,"I am slightly more depressed,I am slightly more anxious",,
4/16/2020 11:49,4/16/2020 12:17,IP Address,129.176.151.10,100,1707,True,4/16/2020 12:17,R_3j7hdSwDZQq2LxN,,,,,44.0014953613281,-92.4835968017578,anonymous,EN,33,Female,Florida,Non Latino/Hispanic,White,,docotor,No,Yes,Week 4 March 22-28,Yes,Extremely satisfied,Extremely satisfied,Yes,Not applicable,,,6-7,7-8,Yes,I am working fewer hours,Yes,"I am starting work later most days,I am ending work earlier most days",Yes,My bedtime has not changed,I am waking up later,No,,No,,Once a month or less,Once a month or less,Never,Never,No,0.51 – 1 hour,Yes,0-0.5 hour,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,No,,No,,,,
4/16/2020 12:05,4/16/2020 12:17,IP Address,70.30.163.26,100,731,True,4/16/2020 12:17,R_6nurEjVaqesHUid,,,,,45.4826965332031,-73.6446990966797,anonymous,EN,46,Female,I do not reside in the United States,Non Latino/Hispanic,White,,Psychologist,No,Yes,Week 2 March 8-14,Not applicable,,,No,Not applicable,,,8,8,Yes,I am working more hours,Yes,"I am starting work later most days,I am ending work later most days",Yes,I am going to bed later,I am waking up later,Yes,I am napping less,Yes,I am drinking less alcohol,2-3 times a week,2-4 times a month,Never,Never,Yes,2-3 hours,Yes,3+ hours,Yes,I am exercising/moving less,Yes,I am eating more healthy foods,Yes,I am eating more food each day,Yes,Slightly better,,,
4/16/2020 12:21,4/16/2020 12:26,IP Address,67.149.60.74,100,324,True,4/16/2020 12:26,R_1o4NqDJ813xF8Op,,,,,42.4933013916016,-83.1350021362305,anonymous,EN,52,Female,Michigan,Non Latino/Hispanic,White,,PA-C,No,No,,No,,,No,No,,,7 but still working reg day shifts,4-5 but due to Covid doing 12 hr shifts switch I gotta every 2 weeks days/nights to cover inpatient cancer pts ,Yes,I am working more hours,Yes,"I am starting work earlier most days,I am ending work later most days",Yes,I am going to bed later,I am waking up later,No,,No,,2-4 times a month,2-3 times a week,Never,Never,Yes,0.51 – 1 hour,Yes,0-0.5 hour,No,,Yes,I am eating less healthy foods,No,,Yes,Moderately worse,,"I am moderately more anxious,I am moderately more irritable",
4/16/2020 12:33,4/16/2020 12:37,IP Address,95.21.231.89,100,244,True,4/16/2020 12:37,R_1digGljJGmwRWtZ,,,,,41.3890991210937,2.16110229492187,anonymous,EN,43,Female,I do not reside in the United States,Non Latino/Hispanic,White,,Physician,No,Yes,Week 2 March 8-14,Not applicable,,,No,Not applicable,,,8,9,Yes,I am working fewer hours,Yes,I am starting work later most days,Yes,I am going to bed later,I am waking up later,No,,No,,Never,Never,Once a month or less,Never,Yes,1-2 hours,Yes,2-3 hours,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,Yes,I am eating less food each day,Yes,Slightly worse,I am slightly more irritable,,
4/16/2020 12:42,4/16/2020 12:45,IP Address,24.231.189.27,100,156,True,4/16/2020 12:45,R_2PBVjGganrKyImI,,,,,42.4579925537109,-83.9056015014648,anonymous,EN,47,Female,Massachusetts,Non Latino/Hispanic,White,,Physical therapist,Yes,No,,No,,,No,Yes,2,Under 12 years old,7,7,No,,No,,No,,,No,,No,,2-4 times a month,2-4 times a month,Never,Never,Yes,0.51 – 1 hour,Yes,0.51-1 hour,Yes,I am exercising/moving more,Yes,I am eating less healthy foods,No,,Yes,Slightly worse,"I am slightly more anxious,All of the above",,
4/16/2020 12:44,4/16/2020 12:47,IP Address,68.46.171.12,100,206,True,4/16/2020 12:47,R_2tKEyccYuRfsMkz,,,,,42.2709045410156,-83.7267990112305,anonymous,EN,42,Female,Michigan,Non Latino/Hispanic,White,,Physician,No,No,,No,,,No,Yes,4,Under 12 years old,7,7,Yes,I am working fewer hours,Yes,I am ending work earlier most days,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-3 times a week,4 or more times a week,Never,Never,Yes,0.51 – 1 hour,Yes,0-0.5 hour,Yes,I am exercising/moving less,No,,No,,Yes,Slightly worse,I am slightly more irritable,,
4/16/2020 12:55,4/16/2020 13:02,IP Address,68.41.143.16,100,404,True,4/16/2020 13:02,R_2SqRfmXUfg8ABOk,,,,,42.1699981689453,-83.7818984985352,anonymous,EN,44,Male,Michigan,Non Latino/Hispanic,Asian,,Physician ,No,Yes,Week 5 March 29- April 4,Yes,Neither satisfied nor dissatisfied,Somewhat satisfied,No,Yes,2,Under 12 years old,6,6,Yes,I am working fewer hours,Yes,I am ending work later most days,No,,,No,,No,,Once a month or less,Once a month or less,Never,Never,Yes,0.51 – 1 hour,No,,Yes,I am exercising/moving more,No,,No,,No,,,,
4/16/2020 12:47,4/16/2020 13:22,IP Address,174.226.135.187,100,2055,True,4/16/2020 13:22,R_9twgtVDgdDycLYd,,,,,37.6020050048828,-79.0459976196289,anonymous,EN,46,Female,Virginia,Non Latino/Hispanic,White,,nurse practitioner,No,Yes,Week 3 March 15-21,Yes,Somewhat satisfied,Somewhat satisfied,Yes,Yes,3,"12-17 years old,18-24 years old",7.75,8.5,No,,No,,Yes,I am going to bed earlier,I am waking up later,No,,No,,2-3 times a week,2-3 times a week,Never,Never,Yes,1-2 hours,No,,Yes,I am exercising/moving more,No,,Yes,I am eating more food each day,Yes,Slightly worse,I am slightly more anxious,,
4/16/2020 13:27,4/16/2020 13:31,IP Address,104.63.92.181,100,276,True,4/16/2020 13:31,R_2ymfEOp2pp56FJX,,,,,42.6159973144531,-83.9250030517578,anonymous,EN,25,Female,Michigan,Non Latino/Hispanic,White,,psychology trainee,No,Yes,Week 3 March 15-21,Yes,Somewhat satisfied,Somewhat satisfied,No,Not applicable,,,7,8,No,,No,,Yes,I am going to bed later,I am waking up later,Yes,I am napping more,No,,2-4 times a month,2-4 times a month,Never,Never,Yes,0.51 – 1 hour,Yes,1-2 hours,Yes,I am exercising/moving less,Yes,I am eating more healthy foods,Yes,I am eating more food each day,Yes,Slightly better,,,
4/16/2020 13:56,4/16/2020 13:59,IP Address,141.214.17.228,100,155,True,4/16/2020 13:59,R_3gbrKj6I5Gnu3g5,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,64,Female,Michigan,Non Latino/Hispanic,White,,nurse,No,No,,Not applicable,,,No,Not applicable,,,8,8,No,,No,,No,,,No,,No,,Never,Never,Never,Never,Yes,1-2 hours,No,,Yes,I am exercising/moving more,No,,No,,No,,,,
4/16/2020 13:59,4/16/2020 14:03,IP Address,68.46.171.146,100,282,True,4/16/2020 14:03,R_10BnLXG5VsveGT9,,,,,42.2709045410156,-83.7267990112305,anonymous,EN,39,Female,Michigan,Non Latino/Hispanic,White,,dentist,No,No,,No,,,No,Yes,3,Under 12 years old,8,8,Yes,I am working fewer hours,Yes,"I am starting work later most days,I am ending work earlier most days",No,,,No,,Yes,I am drinking more alcohol,2-3 times a week,2-3 times a week,Never,Never,Yes,1-2 hours,Yes,1-2 hours,Yes,I am exercising/moving more,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Moderately worse,,I am moderately more depressed,
4/16/2020 14:08,4/16/2020 14:13,IP Address,209.171.88.97,100,315,True,4/16/2020 14:13,R_3nuchBu9KBxpDJl,,,,,43.6248931884766,-79.78759765625,anonymous,EN,39,Female,I do not reside in the United States,Non Latino/Hispanic,"White,American Indian or Alaska Native",,None,No,Yes,Week 3 March 15-21,Not applicable,,,Yes,Yes,1,Under 12 years old,8,5,Yes,I am working more hours,Yes,"I am starting work earlier most days,I am ending work later most days",Yes,I am going to bed later,I am waking up later,No,,No,,Once a month or less,2-4 times a month,Never,Never,No,0-.5 hour,Yes,3+ hours,Yes,I am exercising/moving more,Yes,I am eating less healthy foods,Yes,I am eating less food each day,Yes,Slightly worse,I am slightly more anxious,,
4/16/2020 14:20,4/16/2020 14:25,IP Address,68.58.248.121,100,300,True,4/16/2020 14:25,R_0c5I3ukQ04CSY1j,,,,,42.2523040771484,-83.2107009887695,anonymous,EN,35,Female,Michigan,Non Latino/Hispanic,White,,PA,No,No,,No,,,No,Yes,2,Under 12 years old,8,8,Yes,I am working fewer hours,No,,No,,,Yes,I am napping more,No,,Once a month or less,Never,Never,Never,Yes,1-2 hours,Yes,1-2 hours,No,,Yes,I am eating more healthy foods,Yes,I am eating less food each day,Yes,Slightly worse,I am slightly more anxious,,
4/16/2020 14:24,4/16/2020 14:28,IP Address,24.57.68.240,100,207,True,4/16/2020 14:28,R_273S7K4F6r43JBf,,,,,42.2187042236328,-83.0801010131836,anonymous,EN,38,Female,I do not reside in the United States,Non Latino/Hispanic,White,,Registered Nurse,Yes,No,,Not applicable,,,No,No,,,5,4,No,,No,,Yes,I am going to bed later,I am waking up later,No,,No,,Once a month or less,Never,Once a month or less,Never,Yes,2-3 hours,Yes,1-2 hours,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating less food each day,No,,,,
4/16/2020 14:55,4/16/2020 15:04,IP Address,71.61.179.178,100,569,True,4/16/2020 15:04,R_3R9rcoZBsnd5PHs,,,,,40.4441986083984,-79.9557037353516,anonymous,EN,25,Female,Pennsylvania,Non Latino/Hispanic,White,,Public health researcher,No,Yes,Week 2 March 8-14,Not applicable,,,No,No,,,8,7,No,,No,,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking less alcohol,2-3 times a week,2-4 times a month,Never,Never,Yes,1-2 hours,Yes,1-2 hours,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Moderately worse,,I am moderately more depressed,
4/16/2020 16:08,4/16/2020 16:11,IP Address,107.77.195.33,100,176,True,4/16/2020 16:11,R_2coUI38yUmjyCEj,,,,,42.4651947021484,-83.3712997436524,anonymous,EN,41,Male,Michigan,Non Latino/Hispanic,White,,Physician,Yes,Yes,Week 2 March 8-14,Not applicable,,,No,Yes,4,Under 12 years old,7,7,Yes,I am working more hours,Yes,I am starting work later most days,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-3 times a week,4 or more times a week,Never,Never,Yes,1-2 hours,Yes,0.51-1 hour,No,,No,,No,,Yes,Much worse,,,All of the above
4/16/2020 16:07,4/16/2020 16:17,IP Address,68.42.69.161,100,566,True,4/16/2020 16:17,R_3OliIV3xxJnvdhY,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,36,Female,Michigan,Non Latino/Hispanic,White,,Registered Dietitian ,Yes,Yes,Week 4 March 22-28,No,,,Yes,Not applicable,,,7-8,6-7,Yes,I am working fewer hours,Yes,I am ending work earlier most days,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-4 times a month,4 or more times a week,Never,2-4 times a month,Yes,1-2 hours,Yes,1-2 hours,Yes,I am exercising/moving more,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,All of the above,,
4/16/2020 16:29,4/16/2020 16:32,IP Address,96.27.48.118,100,198,True,4/16/2020 16:32,R_1i5ygM0pCcSxSUg,,,,,42.6562957763672,-83.1231002807617,anonymous,EN,39,Female,Michigan,Non Latino/Hispanic,White,,"Physician Assistant, Professor",No,Yes,Week 3 March 15-21,No,,,No,Yes,3,Under 12 years old,8,7,Yes,I am working more hours,Yes,I am ending work later most days,Yes,I am going to bed later,I am waking up later,No,,No,,Never,Never,Never,Never,Yes,1-2 hours,Yes,2-3 hours,No,,No,,No,,Yes,Moderately worse,,"I am moderately more anxious,I am moderately more irritable",
4/16/2020 16:42,4/16/2020 16:45,IP Address,24.128.252.40,100,147,True,4/16/2020 16:45,R_2dTqYdQdVWhp6Jm,,,,,42.2196044921875,-83.6045989990234,anonymous,EN,29,Female,Michigan,Non Latino/Hispanic,White,,Administration ,No,Yes,Week 2 March 8-14,Not applicable,,,Yes,Not applicable,,,8,9,Yes,I am working more hours,No,,Yes,I am going to bed earlier,I am waking up later,No,,Yes,I am drinking more alcohol,2-3 times a week,4 or more times a week,Never,Never,Yes,2-3 hours,Yes,0.51-1 hour,Yes,I am exercising/moving more,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,All of the above,,
4/16/2020 17:17,4/16/2020 17:20,IP Address,68.52.170.107,100,181,True,4/16/2020 17:20,R_3szA7gzb10jZErd,,,,,36.1768951416016,-86.7339019775391,anonymous,EN,33,Female,Tennessee,Non Latino/Hispanic,White,,Psychologist,No,No,,Yes,Somewhat satisfied,Somewhat satisfied,Yes,No,,,8,7.5,No,,No,,Yes,I am going to bed earlier,I waking up earlier,No,,No,,2-4 times a month,2-4 times a month,Never,Never,Yes,1-2 hours,Yes,0.51-1 hour,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,No,,Yes,Slightly worse,"I am slightly more anxious,I am slightly more irritable",,
4/16/2020 17:23,4/16/2020 17:28,IP Address,99.100.232.109,100,273,True,4/16/2020 17:28,R_1QUlOjjfGHeEEHD,,,,,42.5352935791016,-83.7768020629883,anonymous,EN,40,Female,Michigan,Non Latino/Hispanic,White,,Physician assistant,No,Yes,Week 5 March 29- April 4,Yes,Somewhat satisfied,Somewhat satisfied,No,Yes,3,Under 12 years old,6,7,Yes,I am working fewer hours,Yes,I am ending work earlier most days,Yes,I am going to bed later,I am waking up later,No,,No,,Once a month or less,Never,Never,Never,Yes,0-.5 hour,No,,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,Yes,I am eating less food each day,Yes,Slightly better,,,
4/16/2020 17:39,4/16/2020 17:47,IP Address,182.232.51.29,100,467,True,4/16/2020 17:47,R_3JvZQPjqivh6sfN,,,,,13.7617950439453,100.532409667969,anonymous,EN,33,Male,I do not reside in the United States,Non Latino/Hispanic,Asian,,Psychiatrist,No,No,,No,,,No,Yes,1,Under 12 years old,8,7,Yes,I am working more hours,Yes,I am ending work later most days,No,,,Yes,I am napping more,No,,2-4 times a month,Never,Never,Never,Yes,1-2 hours,Yes,1-2 hours,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,I am slightly more irritable,,
4/16/2020 17:54,4/16/2020 17:57,IP Address,68.41.55.230,100,193,True,4/16/2020 17:57,R_12SczK0TZF7Gpr5,,,,,42.2324066162109,-83.7016983032227,anonymous,EN,39,Female,Michigan,Non Latino/Hispanic,White,,Physician,No,No,,No,,,No,Yes,2,Under 12 years old,8,8,Yes,I am working fewer hours,Yes,I am starting work later most days,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-3 times a week,4 or more times a week,Never,Never,No,0.51 – 1 hour,Yes,0.51-1 hour,Yes,I am exercising/moving more,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,I am slightly more irritable,,
4/16/2020 18:15,4/16/2020 18:17,IP Address,172.0.22.87,100,159,True,4/16/2020 18:17,R_2EFfNJWVVuo4wNC,,,,,39.8238067626953,-86.1407012939453,anonymous,EN,44,Female,Indiana,Non Latino/Hispanic,White,,Psychologist,No,Yes,Week 2 March 8-14,No,,,No,Yes,2,Under 12 years old,8,8,No,,Yes,I am starting work later most days,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-4 times a month,2-3 times a week,Never,Never,Yes,0-.5 hour,Yes,0-0.5 hour,Yes,I am exercising/moving less,Yes,I am eating more healthy foods,Yes,I am eating less food each day,Yes,Slightly worse,"I am slightly more anxious,I am slightly more irritable",,
